"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QQ3XRDDS","journalArticle","2020","Zhang, Pei; Liu, Quan; Fan, Zongqing; Wu, Min; Zhu, Kun; Zhou, Jiansheng; Xiang, Ping","[Effect of vascularized peroneus longus tendon graft reconstruction on anterior cruciate ligament insertion in rabbits]","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi = Zhongguo Xiufu Chongjian Waike Zazhi = Chinese Journal of Reparative and Reconstructive Surgery","","1002-1892","10.7507/1002-1892.201912048","","OBJECTIVE: To investigate the effect of vascularized peroneus longus tendon graft reconstruction on anterior cruciate ligament (ACL) insertion in rabbits. METHODS: Eighty healthy New Zealand white rabbits were harvested to prepare ACL injury models and randomly divided into two groups ( n=40). The ACL was reconstructed with vascularized peroneus longus tendon graft in group A and peroneus longus tendon graft without blood supply in group B. The survival of animals and the healing of incision were observed after operation; the grafts were taken for gross and histological observations at 4, 8, and 16 weeks; the biomechanical test of the grafts was carried out to record the maximum tensile strength and incidence of ACL insertion rupture at 8 and 16 weeks. RESULTS: All animals survived until the experiment completed. General observation showed that the tunnel was combined with grafts, the vascular infiltration was abundant, and no obvious boundary between the tunnel and grafts existed at 16 weeks in group A; there was still an obvious boundary between the tunnel and graft in group B. Histological observation showed that the collagen fibers between tendon and bone in group A increased gradually, the dense fiber connection was formed, and the ""tidal-line"" like structure similar to the normal ACL insertion was formed at 16 weeks; but the""tidal-line"" like structure was not obvious in group B. Biomechanical test showed that there was no significant difference in the incidence of ACL insertion rupture at 8 and 16 weeks between group A and group B ( P=0.680; P=0.590), but the maximum tensile strength at 8 and 16 weeks were higher in group A than in group B ( t=18.503, P=0.001; t=25.391, P=0.001). CONCLUSION: The vascularized peroneus longus tendon graft for ACL reconstruction can obviously promote the outcome of the ACL insertion.","2020-07-15","2025-10-18 11:51:14","2025-10-18 11:51:14","","848-853","","7","34","","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","","","","","","","","chi","","","","","PubMed","","PMID: 32666727 PMCID: PMC8180411","","","http://www.ncbi.nlm.nih.gov/pubmed/32666727","","Animals; Anterior cruciate ligament; Anterior Cruciate Ligament; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction; blood supply; Foot; ligament insertion; ligament reconstruction; peroneus longus tendon; rabbit; Rabbits; Tendons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4YLW9RL","journalArticle","2020","Yu, Hao; Deng, Wanqiu; Sang, Peng; Liu, Yi","[Arthroscopic reconstruction of anterior cruciate ligament with autologous ipsilateral peroneus longus tendon]","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi = Zhongguo Xiufu Chongjian Waike Zazhi = Chinese Journal of Reparative and Reconstructive Surgery","","1002-1892","10.7507/1002-1892.201911145","","OBJECTIVE: To investigate the effectiveness of anterior cruciate ligament (ACL) reconstruction with the autologous ipsilateral peroneus longus tendon (PLT) under arthroscopy. METHODS: A retrospective study was conducted on 35 patients with ACL rupture who underwent ACL reconstruction with autologous ipsilateral PLT under arthroscopy between October 2017 and October 2018. There were 19 males and 16 females with an average age of 43.4 years (range, 18-60 years), with 20 cases of left knee and 15 cases of right knee. The causes of injury included traffic accident in 14 cases, falling injury in 13 cases, and sports injury in 8 cases. The time from injury to operation ranged from 3 to 9 days (mean, 4.7 days). The patients suffered from swelling, pain, and limited mobility of knee joint before operation. The anterior drawer test, Lachman test, and pivot-shift test were positive before operation, whereas MRI was taken to confirm the ACL rupture. After operation, the patients were followed up every 3 months until the knee joint's function returned to normal. MRI and X-ray films were used to observe the tendon-bone healing as well as the position of Endobutton suspension plate and hollow nail. The anterior drawer test, Lachman test, and pivot-shift test were conducted to observe the improvement of knee joint mobility. The functional improvements were evaluated by the International Knee Documents Committee (IKDC) score, Lysholm score, knee injury and osteoarthritis (KOOS) score. RESULTS: All the 35 patients were followed up 12-18 months, with an average of 14.2 months. The incisions healed by first intention, and no complications such as infection, joint stiffness, and rerupture occurred. Postoperative anterior drawer test, Lachman test, and pivot-shift test turned to be negative of all patients. MRI showed that the ACL was continuous, and the tendon-bone in the distal femur tunnel and proximal tibia tunnel recovered well after operation. X-ray films showed that the positions of Endobutton suspension plate and hollow nail were stable. The IKDC, Lysholm, and KOOS scores at 3, 6, and 12 months after operation were significantly improved when compared with those before operation, and the scores were further improved with time after operation ( P<0.05). CONCLUSION: For patients with ACL rupture, ACL reconstruction with the autologous ipsilateral PLT under arthroscopy has satisfactory effectiveness of quick recovery, good function, and great stability.","2020-07-15","2025-10-18 11:51:14","2025-10-18 11:51:14","","843-847","","7","34","","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","","","","","","","","chi","","","","","PubMed","","PMID: 32666726 PMCID: PMC8180415","","","http://www.ncbi.nlm.nih.gov/pubmed/32666726","","Adolescent; Adult; anterior cruciate ligament; Anterior Cruciate Ligament; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction; arthroscopy; Arthroscopy; Female; Humans; Knee Joint; ligament reconstruction; Male; Middle Aged; Peroneus longus tendon; Retrospective Studies; Tendons; Treatment Outcome; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZQFZP95","journalArticle","2020","Rhatomy, Sholahuddin; Hartoko, Leonardus; Setyawan, Riky; Soekarno, Noha Roshadiansyah; Zainal Asikin, Asa Ibrahim; Pridianto, Dodi; Mustamsir, Edi","Single bundle ACL reconstruction with peroneus longus tendon graft: 2-years follow-up","Journal of Clinical Orthopaedics and Trauma","","0976-5662","10.1016/j.jcot.2019.09.004","","BACKGROUND: Peroneus longus tendon autograft resembles hamstring tendon's biomechanical strength. Thus, peroneus longus is a potential graft in reconstructive orthopaedic procedures. However, there was few study in evaluation of peroneus longus usage in ACL reconstruction. This study aimed to quantify the clinical outcome and donor site morbidity in ACL reconstruction using peroneus longus tendon autograft. METHODS: Patients who suffered isolated ACL injury were enrolled and underwent isolated single bundle ACL reconstruction using peroneus longus autograft. Functional score (IKDC, Modified Cincinnati, and Tegner-Lysholm score) were assessed at pre-operative and 2-years after surgery. Graft diameter was measured intraoperative. Donor site morbidities were assessed with thigh circumference measurement and ankle scoring using AOFAS and FADI. We also measured serial hop test. RESULTS: Seventy-five patients fulfilled inclusion criteria. Peroneus longus graft diameter was 8.38 ± 0.68 mm. There was significant difference between pre and 2-years post-operative functional score in IKDC, Modified Cincinnati, and Tegner-Lysholm score. Mean of AOFAS was 98.93 ± 3.10 and FADI was 99.79 ± 0.59 with no significant decrease of thigh circumference, and good serial hop test result. CONCLUSION: ACL reconstruction with peroneus longus autograft has excellent functional score in IKDC, Modified Cincinnati, Tegner-Lysholm score at 2-years follow up with the advantages of greater graft diameter, less thigh hypotrophy, good serial hop test result, and excellent ankle function based on AOFAS and FADI score. LEVEL OF EVIDENCE: Level 2, Prospective Cohort Study.","2020-05","2025-10-18 11:51:14","2025-10-18 11:51:14","","S332-S336","","Suppl 3","11","","J Clin Orthop Trauma","Single bundle ACL reconstruction with peroneus longus tendon graft","","","","","","","eng","","","","","PubMed","","PMID: 32523289 PMCID: PMC7275277","","","http://www.ncbi.nlm.nih.gov/pubmed/32523289","","ACL; ACL reconstruction; Functional score; Peroneus longus; Thigh circumference","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92FGCIMY","journalArticle","2020","Sakti, M.; Biakto, K. T.; Usman, M. A.; Tedjajuwana, M. J.; Pasallo, P.; Subagio, E. S.","Predicting the peroneus longus tendon autograft size in ACL reconstruction by using anthropometric parameters: A study in South Sulawesi population","Journal of Orthopaedics","","0972-978X","10.1016/j.jor.2020.03.011","","INTRODUCTION: Some literature use peroneus longus tendon (PLT) as the alternative to anterior cruciate ligament (ACL) reconstruction to overcome inadequate autograft size potential risk by using hamstring tendon (HT) autograft. Among the available methods to predict PLT measurements, anthropometric parameters are one of the most accessible and feasible methods. The objective of this prospective study was to predict the PLT autograft sizes in single bundle ACL reconstruction by using preoperative anthropometric measurement. METHOD: Anthropometric parameters, including age, gender, height, weight, body mass index (BMI), true leg length (TLL), shank circumference and shank length of 20 patients with primary ACL reconstruction was measured before surgery. Univariate analysis, independent-sample t-test, Pearson correlation test, and logistic regression to evaluate the influence of these anthropometric variables on the diameter and length of the PLT autograft obtained. RESULT: Pearson correlation test has shown that body weight and height correlates to PLT length and diameter also autograft's length and diameter significantly (p < 0.05). The linear regression analysis showed that height, weight, TLL and shank length were signifcantly related to autograft diameter. While height and TLL were significantly related to autograft length. CONCLUSION: Height, weight, TLL and shank length can use to predict PLT autograft diameter. While height and TLL can use to predict PLT autograft length.","2020","2025-10-18 11:51:14","2025-10-18 11:51:14","","1-4","","","22","","J Orthop","Predicting the peroneus longus tendon autograft size in ACL reconstruction by using anthropometric parameters","","","","","","","eng","","","","","PubMed","","PMID: 32273665 PMCID: PMC7132115","","","http://www.ncbi.nlm.nih.gov/pubmed/32273665","","ACL reconstruction; Anthropometric parameters; PLT autograft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNL8J3PS","journalArticle","2019","Trung, Dung Tran; Manh, Son Le; Thanh, Luan Nguyen; Dinh, Thien Chu; Dinh, Toi Chu","Preliminary Result of Arthroscopic Anterior Cruciate Ligament Reconstruction Using Anterior Half of Peroneus Longus Tendon Autograft","Open Access Macedonian Journal of Medical Sciences","","1857-9655","10.3889/oamjms.2019.390","","BACKGROUND: Arthroscopic anterior cruciate ligament reconstruction is one of the most successful operations in sports medicine. At present, ligament autografts have been the best method due to good histocompatibility, rapid healing, no cross-contamination, and low cost of treatment. However, autografts do not have infinite amount and are also not always feasible. Anterior half of peroneus longus tenden autograft is likely to become a source of autograft with many advantages. This study aims to evaluate the clinical outcomes of arthroscopic anterior cruciate ligament reconstruction using anterior half of peroneus longus tendon autograft (AHPLT). AIM: To evaluate the initial outcome of ACL reconstruction arthroscopy by anterior half of peroneus longus tendon. METHODS: This is a prospective non-controlled case series. RESULTS: A prospective study on 30 patients (from 9 / 2016 to 01 / 2019) had both ACL and MCL injury who had operated ACL reconstruction using anterior half of peroneus longus tendon autograft (AHPLT) at Department of General Orthopaedic and Trauma, Viet Duc hospital. Our outcome: the year average 35.4 ys, the rate of ACL rupture combined with meniscus injury was 40%. The average diameter AHPLT autograft is 7.0 mm. The function Lysholm scores improved from 59 to 94.27 postoperative 6 months. No difference beetwen the AOFAS scale of preoperative and postoperative. CONCLUSION: Peroneus longus tendon is recommended to be a safe and practical autograft resource for arthroscopic anterior cruciate ligament reconstruction.","2019-12-30","2025-10-18 11:51:14","2025-10-18 11:51:14","","4351-4356","","24","7","","Open Access Maced J Med Sci","","","","","","","","eng","","","","","PubMed","","PMID: 32215093 PMCID: PMC7084014","","","http://www.ncbi.nlm.nih.gov/pubmed/32215093","","Anterior cruciate ligament; Anterior half peroneus longus tendon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29XF84QN","journalArticle","2019","Rhatomy, Sholahuddin; Tanzil, Henry; Setyawan, Riky; Amanda, Camilla; Phatama, Krisna Yuarno; Andrianus, Jeffrey; Rukmoyo, Tedjo; Kisworo, Bambang","Influence of anthropometric features on peroneus longus graft diameter in Anterior Cruciate Ligament reconstruction: A cohort study","Annals of Medicine and Surgery (2012)","","2049-0801","10.1016/j.amsu.2019.10.023","","BACKGROUND: Anterior Cruciate Ligament (ACL) is the most common ligament injury during sports activities that was treated with ACL reconstruction. Nowadays, peroneus longus is used in ACL reconstruction. However, it is difficult to predict the peroneus longus graft diameter for ACL reconstruction. Thus, preoperative measurements are very important to predict peroneus longus autograft for ACL reconstruction. METHODS: A cohort retrospective study was conducted using consecutive sampling method from February 2016 until October 2017 in our center. We recorded patients' characteristics include gender, age, body weight, height, and Body Mass Index (BMI) preoperatively. We measured peroneus longus graft diameter intraoperatively, and analysed data using Spearman correlation. RESULTS: Thirty-nine patients met inclusion criteria. There were 28 males and 11 females in the peroneus group. From the patients' mean characteristics, age was 25.10 ± 9.16, body weight 71.23 ± 14.17, height 169.13 ± 8.81, and BMI 20.96 ± 3.44. Intraoperative peroneus longus diameter measurement was 8.56 ± 0.82. Spearman correlation showed significant correlation between intraoperative peroneus longus diameter with patient's height, body weight, and BMI with p < 0.05. CONCLUSION: Patients' characteristics including gender, height, weight, and BMI in preoperative measurements can predict peoneus longus graft diameter intraoperatively.","2019-12","2025-10-18 11:51:14","2025-10-18 11:51:14","","77-80","","","48","","Ann Med Surg (Lond)","Influence of anthropometric features on peroneus longus graft diameter in Anterior Cruciate Ligament reconstruction","","","","","","","eng","","","","","PubMed","","PMID: 31737263 PMCID: PMC6849122","","","http://www.ncbi.nlm.nih.gov/pubmed/31737263","","ACL; Graft diameter; Patient characteristics; Peroneus longus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BZLVBRPY","journalArticle","2019","Rhatomy, Sholahuddin; Wicaksono, Fidelis H.; Soekarno, Noha Roshadiansyah; Setyawan, Riky; Primasara, Shinta; Budhiparama, Nicolaas C.","Eversion and First Ray Plantarflexion Muscle Strength in Anterior Cruciate Ligament Reconstruction Using a Peroneus Longus Tendon Graft","Orthopaedic Journal of Sports Medicine","","2325-9671","10.1177/2325967119872462","","BACKGROUND: The peroneus longus tendon has been used as a graft in orthopaedic reconstruction surgery because of its comparable biomechanical strength with the native anterior cruciate ligament (ACL) and hamstring tendon. However, one of the considerations in choosing an autograft is donor site morbidity. PURPOSE/HYPOTHESIS: This study aimed to compare ankle eversion and first ray plantarflexion strength between the donor site and its contralateral site after ACL reconstruction. The study hypothesis was that strength measurements will be different between the harvest site and contralateral healthy site. STUDY DESIGN: Case series; Level of evidence, 4. METHODS: Patients who underwent ACL reconstruction using a peroneus longus tendon autograft between March 2017 and December 2018 were included in this study. Patients followed a rehabilitation protocol from the first day after surgery. Ankle eversion and first ray plantarflexion strength were measured using a modified dynamometer 6 months after surgery. Donor site morbidity was assessed 6 months after surgery using the Foot & Ankle Disability Index (FADI) and American Orthopaedic Foot & Ankle Society (AOFAS) scoring system for the ankle and hindfoot. RESULTS: A total of 31 patients (22 male, 9 female; mean age, 27.58 ± 8.69 years [range, 18.00-45.00 years]) fulfilled the inclusion criteria. There was no significant difference in ankle eversion strength at the donor site compared with the contralateral site (P = .55), with means of 65.87 ± 7.63 N and 66.96 ± 8.38 N, respectively. Also, there was no significant difference in ankle first ray plantarflexion strength at the donor site compared with the contralateral site (P = .68), with means of 150.64 ± 11.67 N and 152.10 ± 12.16 N, respectively. The mean FADI score of 99.71 ± 0.57 and mean AOFAS score of 98.71 ± 3.03 at the donor site were considered excellent results. CONCLUSION: Ankle eversion and first ray plantarflexion strength at the donor site were similar to those at the contralateral healthy site, with no donor site morbidity. This suggests that the peroneus longus tendon is a promising graft in ACL reconstruction.","2019-09","2025-10-18 11:51:14","2025-10-18 11:51:14","","2325967119872462","","9","7","","Orthop J Sports Med","","","","","","","","eng","","","","","PubMed","","PMID: 31632995 PMCID: PMC6767728","","","http://www.ncbi.nlm.nih.gov/pubmed/31632995","","anterior cruciate ligament reconstruction; Eversion; first ray plantarflexion; peroneus longus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAXZ4BNT","journalArticle","2019","Wu, Cheng; Xie, Guoqing; Jin, Wenxiao; Ren, Zhongming; Xue, Jun; Yang, Kun","[Arthroscopic GraftLink technique reconstruction combined with suture anchor fixation for anterior cruciate ligament and medial collateral ligament injuries]","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi = Zhongguo Xiufu Chongjian Waike Zazhi = Chinese Journal of Reparative and Reconstructive Surgery","","1002-1892","10.7507/1002-1892.201812062","","OBJECTIVE: To investigate the effectiveness of arthroscopic GraftLink technique reconstruction combined with suture anchor fixation in treatment of anterior cruciate ligament (ACL) rupture and medial collateral ligament (MCL) grade Ⅲ injury. METHODS: Between June 2015 and February 2018, 28 patients with ACL rupture and MCL grade Ⅲ injury were treated. Arthroscopic GraftLink technique was used to reconstruct ACL with autologous peroneus longus tendon (PLT), and suture anchor fixation was used to repair MCL. There were 22 males and 6 females, aged 21-47 years, with an average age of 30.4 years. The cause of injury included traffic accident in 18 cases, falling from height in 7 cases, and sports injury in 3 cases. The time from injury to admission was 1-2 weeks, with an average of 1.3 weeks. The preoperative Lysholm score of knee joint was 46.8±3.0 and the International Knee Documentation Commission (IKDC) score was 49.2±2.7. The American Orthopaedic Foot and Ankle Society (AOFAS) score of ankle joint was 98.29±0.72. Both Lachman test and valgus stress test were positive. There were 8 cases of meniscus injury and 2 cases of cartilage injury. RESULTS: The operation time ranged from 55 to 90 minutes, with an average of 72.5 minutes. All incisions healed by first intention after operation, and no complications related to operation occurred. All patients were followed up 6-38 months, with an average of 20.7 months. At 3 months after operation, the range of motion of the knee joint was 116- 132°, with an average of 122°. Lachman test showed that the anterior translation more than 5 mm in 2 cases, and the others were negative; while the valgus stress test showed that all patients were positive. At 6 months after operation, the Lysholm score and IKDC score of knee joint were 90.2±1.8 and 93.5±2.3, respectively, which were significantly higher than preoperative scores ( t=31.60, P=0.00; t=29.91, P=0.01); AOFAS score of ankle joint was 97.86±0.68, with no significant difference compared with preoperative score ( t=2.89, P=0.08). KT-1000 test showed that the difference of anterior relaxation between bilateral knee joints was less than 2 mm in 25 cases and 3 to 5 mm in 3 cases. CONCLUSION: The method of ACL reconstruction via arthroscopic GraftLink technique with PLT and MCL repair via suture anchor fixation has the advantages of less knee injury and faster recovery, and there is no significant impact on ankle function after tendon removal.","2019-06-15","2025-10-18 11:51:14","2025-10-18 11:51:14","","685-688","","6","33","","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","","","","","","","","chi","","","","","PubMed","","PMID: 31197994 PMCID: PMC8355763","","","http://www.ncbi.nlm.nih.gov/pubmed/31197994","","Adult; anterior cruciate ligament; Anterior Cruciate Ligament; Anterior Cruciate Ligament Injuries; Arthroscopy; autologous tendon; Collateral Ligaments; Female; GraftLink technique; Humans; Knee Joint; Male; medial collateral ligament; Middle Aged; suture anchor; Suture Anchors; Treatment Outcome; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JR8RBAXD","journalArticle","2019","Setyawan, Riky; Soekarno, Noha Roshadiansyah; Asikin, Asa Ibrahim Zainal; Rhatomy, Sholahuddin","Posterior Cruciate Ligament reconstruction with peroneus longus tendon graft: 2-Years follow-up","Annals of Medicine and Surgery (2012)","","2049-0801","10.1016/j.amsu.2019.05.009","","BACKGROUND: Several study that evaluate the usage of peroneus longus tendon (PLT) autograft in Anterior Cruciate Ligament reconstruction shows good result. Regardless the potential, there was no study about the use of PLT autograft in Posterior Cruciate Ligament (PCL) reconstruction. The purpose of this study is to evaluate the functional outcome and donor site morbidity after single bundle PCL reconstruction using PLT autograft. METHODS: Patient who met inclusion criteria, enrolled to this study and underwent single bundle PCL reconstruction using PL tendon autograft. Clinical outcomes were assessed with International Knee Documentation Committee (IKDC), Modified Cincinnati scoring systems, Lysholm score, and Serial hop test (single hop test and triple hop test) 2-year after surgery. Donor site morbidity was assessed with Foot and Ankle Disability Index (FADI) and American Orthopaedic Foot and Ankle (AOFAS) scoring system. RESULTS: Fifteen patients fulfilled the inclusion criteria (11 males and 4 females). PLT graft diameters were 7.5-10 mm (mean: 8.30 ± 0.65 mm). Significant increase of functional score (p < 0.05) were found two years after surgery. Mean score of IKDC was 47.58 ± 11.75 pre-operative; 78.17 ± 4.52 post-operative, Modified Cincinnati was 48.86 ± 12.22 pre-operative; 79.00 ± 4.82 post-operative, Lysholm score was 49.26 ± 11.54 pre-operative; 80.20 ± 5.04 post-operative. FADI and AOFAS at donor site ankle was 93.00 ± 3.04 and 93.26 ± 4.20, respectively. Serial hop test showed good result. CONCLUSION: PCL reconstruction using peroneus longus tendon autograft shows good functional outcome of the knee based on IKDC, Modified Cincinnati, Lysholm score, with preservation of ankle function based on AOFAS and FADI score at 2-years follow-up.","2019-07","2025-10-18 11:51:14","2025-10-18 11:51:14","","38-43","","","43","","Ann Med Surg (Lond)","Posterior Cruciate Ligament reconstruction with peroneus longus tendon graft","","","","","","","eng","","","","","PubMed","","PMID: 31194056 PMCID: PMC6551477","","","http://www.ncbi.nlm.nih.gov/pubmed/31194056","","Autograft; PCL reconstruction; Peroneus longus tendon; Posterior cruciate ligament","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45WZ42CX","journalArticle","2019","Wong, Andrew K.; Calvo M, Rafael; Schaffler, Benjamin C.; Nixon, Ryan A.; Carrero, Leanza C.; Neufeld, Eric V.; Grande, Daniel A.; Calvo R, Rafael","Biomechanical and geometric characterization of peroneus longus allografts with respect to age","Clinical Biomechanics (Bristol, Avon)","","1879-1271","10.1016/j.clinbiomech.2019.04.017","","BACKGROUND: Anterior cruciate ligament injuries are among the most common injuries in high impact sports, and reconstruction is the standard surgical procedure for these ruptures. Reconstructions are often performed using allografts rather than autografts on a case-by-case basis. Controversy exists as to whether or not age of donor tissue plays a factor in the mechanical properties of allografts. METHODS: 38 peroneus longus (PL) tendons were prepared using the two-strand graft technique and then subjected to a cyclic loading test regimen of 1000 cycles to determine material properties. Specimens were grouped based on age to ascertain whether donor age affects the material properties of PL tendons. FINDINGS: Secant modulus of the first cycle was determined to be 150.43 (SD 40.24) MPa. The average magnitude of the dynamic modulus was determined to be 82.81 (SD 24.65) MPa. Specimens were grouped into three distinct groups for analysis (x < 40 yo, 40 yo ≤ x < 60 yo, 60 yo < x). INTERPRETATION: The need for using intrinsic material properties is highlighted. There is no significant difference in any intrinsic material property with respect to age or the fatigue of the tendon as the cycle count increases. Conversely, the measured stiffness of a tendon decreased as function of age with a large effect size. Based on analysis of graft geometries, it was determined that PL tendons become significantly more slender with increased age which result in the observed decrease in stiffness.","2019-07","2025-10-18 11:51:14","2025-10-18 11:51:14","","90-95","","","67","","Clin Biomech (Bristol)","","","","","","","","eng","","","","","PubMed","","PMID: 31082636","","","http://www.ncbi.nlm.nih.gov/pubmed/31082636","","ACL reconstruction; Adult; Age Factors; Aged; Allografts; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction; Autografts; Biomechanical Phenomena; Biomechanics; Female; Foot; Humans; Male; Middle Aged; Muscle, Skeletal; Peroneus longus tendon; Pressure; Tendons; Transplantation, Autologous; Transplantation, Homologous; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEC6KXDV","journalArticle","2019","Sun, Jingjing; Li, Xue; Zhou, Haotian; Liu, Xiaoyun; Jia, Jingjing; Xie, Qizhi; Peng, Sijia; Sun, Xiaolin; Wang, Qingwen; Yi, Li","Anti-GAPDH Autoantibody Is Associated with Increased Disease Activity and Intracranial Pressure in Systemic Lupus Erythematosus","Journal of Immunology Research","","2314-7156","10.1155/2019/7430780","","OBJECTIVE: Systemic lupus erythematosus (SLE) is an immune disease characterized by multiorgan involvement. Neuropsychiatric systemic lupus erythematosus (NPSLE) is one of the most devastating complications of SLE, which lacks efficient diagnostic biomarkers. The recent studies on the anti-GAPDH autoantibodies suggested its potential pathogenic roles in NPSLE. However, the clinical relevance of the anti-GAPDH autoantibodies in patients with SLE is still elusive. In this study, we sought to determine the serum levels of the anti-GAPDH autoantibodies in patients with SLE to investigate the clinical significance of the anti-GAPDH autoantibodies in SLE. METHODS: Concentrations of the glyceraldehyde 3-phosphate dehydrogenase autoantibodies (anti-GAPDH autoantibodies) in the serum of 130 SLE patients and 55 healthy individuals were determined by enzyme-linked immunosorbent assay (ELISA). Among the 130 SLE patients, 95 were SLE patients without neuropsychiatric symptoms and 35 had NPSLE. White blood cell (WBC) count, hemoglobin (HB), platelet count (PLT), IgG, IgA, IgM, anti-dsDNA, C3, C4, erythrocyte sedimentation rate (ESR), C-reactive protein (CRP), RF, anti-cardiolipin (Acl), ANA, AnuA, anti-SSA, anti-SSB, β2-GPI, urinalysis, and 24 h urine protein were measured by standard laboratory techniques. Systemic lupus erythematosus disease activity index 2000 (SLEDAI-2K) and Systemic Lupus International Collaborating Clinics/American College of Rheumatology (SLICC/ACR) damage index scores were evaluated accordingly. RESULTS: The serum levels of the anti-GAPDH autoantibodies were significantly elevated in the SLE patients, especially in the patients with NPSLE (P = 0.0011). Elevated serum anti-GAPDH was correlated with increased SLEDAI-2K (P = 0.017), ESR, IgG, and IgM and associated with increased intracranial pressure and incidence of cerebrovascular lesions, but it was protective for seizure disorder incidence. CONCLUSIONS: Serum anti-GAPDH autoantibody was increased in both groups of SLE patients with or without neuropsychiatric symptoms and associated with disease severity. It could become an indicator of tissue damages in the brain for the future clinical practice.","2019","2025-10-18 11:51:14","2025-10-18 11:51:14","","7430780","","","2019","","J Immunol Res","","","","","","","","eng","","","","","PubMed","","PMID: 31049359 PMCID: PMC6462327","","","http://www.ncbi.nlm.nih.gov/pubmed/31049359","","Adult; Autoantibodies; Blood Sedimentation; C-Reactive Protein; Enzyme-Linked Immunosorbent Assay; Female; Glyceraldehyde-3-Phosphate Dehydrogenase (Phosphorylating); Humans; Intracranial Pressure; Lupus Erythematosus, Systemic; Lupus Vasculitis, Central Nervous System; Male; Middle Aged; Severity of Illness Index; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
