Title,Original Title,Author Names,Source,Publication Year,Date of Publication,Abstract,Original Abstract,Medline PMID,DOI
Clinical Outcomes Following Primary Anterior Cruciate Ligament Reconstruction with Hamstring Autograft versus Planned Hybrid Graft,,"Kraeutler M.J., Kim S.H., Brown C.C., Houck D.A., Domby B.C., Reynolds K.A., McCarty E.C.",Journal of Knee Surgery (2018) 31:9 (827-833). Date of Publication: 2018,2018,2018,"Few studies have compared outcomes between autografts versus hybrid grafts (combination of autograft and allograft) for anterior cruciate ligament reconstruction (ACLR). The purpose of this study was to compare revision rate and patient-reported outcomes following primary ACLR with a hamstring autograft versus a preoperatively planned hybrid autograft-allograft. At a minimum 2-year follow-up, patients who had undergone primary ACLR with a double-stranded semitendinosus and gracilis hamstring autograft (A) or a planned hybrid (H) graft (single-strand semitendinosus with nonirradiated peroneus longus or tibialis posterior allograft) were contacted to fill out a survey containing the Knee Injury and Osteoarthritis Outcome Score (KOOS), Subjective International Knee Documentation Committee (IKDC) score, Single Assessment Numeric Evaluation (SANE), 12-Item Short-Form Health Survey (SF-12), and visual analog scale (VAS) for activity level prior to injury and at follow-up. From this collection of patients, a matched-pair comparison was made between groups, with patients matched by gender, age at the time of surgery, and follow-up time. Revision rate at follow-up was 8.4 and 2.4% in the A and H groups, respectively (p = 0.073). A total of 148 surveys were completed (83 A, 65 H), from which 36 matched pairs were formed. Within the matched pairs, average age at surgery did not differ significantly between groups (A: 35.7 years, H: 36.0 years, p = 0.23). Time to follow-up was 4.3 and 3.7 years in the A and H groups, respectively. Patients with a hybrid graft had significantly higher KOOS Quality of Life subscores (A 69.6, H 79.2, p = 0.028), subjective IKDC scores (A 72.6, H 79.7, p = 0.031), and SANE scores (A 83.2, H 91.4, p = 0.015) at follow-up. Otherwise, no significant differences were found in patient-reported outcome scores between groups. A preoperatively planned hybrid graft, with use of a fresh-frozen, nonirradiated allograft, should be considered as a viable alternative for primary ACLR in older patients.",,29294500,10.1055/s-0037-1617417
All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,,"Bi M., Zhao C., Zhang S., Yao B., Hong Z., Bi Q.",Journal of Knee Surgery (2018) 31:10 (1022-1030). Date of Publication: 2018,2018,2018,"The anterior half of the peroneus longus tendon (AHPLT) has been reported to be acceptable for ligament reconstruction with respect to strength and safety. However, there is little information regarding the clinical outcomes after using the AHPLT compared with other autograft tendons. A prospective randomized controlled study was performed to compare the results of 62 cases of all-inside anatomical single-bundle anterior cruciate ligament (ACL) reconstruction using the AHPLT and 62 cases using semitendinosus graft with an average of 30.0 ± 3.6 months' follow-up. Tunnel placements of enrolled cases were measured on three-dimensional (3D) computed tomography (CT) and X-ray imaging. Knee stability was assessed using the anterior drawer test, pivot shift test, and KT-1000. The International Knee Documentation Committee (IKDC) 2000 subjective score was used to evaluate functional outcomes. The American Orthopedic Foot and Ankle Score (AOFAS) and the assessment of eversion muscle strength were performed to evaluate the function of the ankle donor site. Tunnel positions, which were confirmed with 3D CT, were in the anatomical positions. At the final follow-up, there were no significant differences between the semitendinosus group and the AHPLT group in the IKDC score (90.4 ± 7.1 vs. 89.3. ± 8.4), KT 1000 measurements (1.71 ± 0.57 vs. 1.85 ± 0.77), pivot shift test, and Visual Analogue Scale (VAS) (0.15 ± 0.36 vs. 0.10 ± 0.30). No obvious ankle site complications were found at 24 months. The average AOFAS score of the AHPLT group was comparable to that of the semitendinosus tendon group (99.1 ± 1.40 vs. 99.5 ± 1.21). There was no significant difference in clinical outcomes or knee stability between the semitendinosus group and the AHPLT group at the 2-year follow-up. An AHPLT autograft may be a good alternative for all-inside ACL reconstruction with respect to its strength, safety, and donor site morbidity.",,29421837,10.1055/s-0038-1627466
Graft compression in ACL reconstruction,,"Lord B.R., Colagco H., Gupta C.M., Wilson A.J., Amis A.A.",Knee (2017) 24:6 (IX). Date of Publication: 1 Dec 2017,2017,1-Dec-17,"Purpose and Hypotheses: A common problem during ACL reconstruction is asymmetry of proximal-distal graft diameter leading to tunnel upsizing and potential graft-tunnel mismatch. Compression downsizing provides an ACL graft of uniform size, allowing easy passage into a smaller tunnel. The purpose of this study was to quantify the graft compression technique, effects on graft biomechanics, and changes in graft stability. Methods: Sixty-eight peroneus longus (PL) Bioclense® treated allograft tendons were fashioned into either four-or single-strand configuration and the following assessed: changes in cross-sectional area following compression and soaking in Ringer's solution at 37°C; cyclic strain (70-220 N) for 1000 cycles; ultimate failure load; stiffness; ultimate tensile strength; Young's modulus; stability at the tunnel aperture in porcine femurs under cyclic loading. Results: A mean decrease in CSA of 16.4% (Pb0.001) under a stress of 471 kPa and 13.1% (Pb0.001) under a stress of 447 kPa was observed for doubled and quadrupled grafts, respectively. Compressed grafts re-expanded by 19.4% over 12 hours compared to 1.5% for controls (Pb0.004). No significant differences were observed between compressed and control grafts in the biomechanical properties and graft stability. Conclusions: No detrimental biomechanical effects on allograft PL tendons were found. Compressed tendons significantly increased in size during in vitro joint simulation. No significant difference was observed in graft stability. Graft compression aids ease of graft passage, anatomic positioning within the attachment and preservation of bone stock during ACL reconstruction.",,,10.1016/j.knee.2017.08.029
Imbalance between ADAMTS13 and VWF activities might identify thrombotic of bleeding events in essential thrombocythemia (ET): Results from a cohort of 72 cases,,"Federici A.B., Di Bartolo O., Agnoli S., Intini D., Lattuada A., Carraro M.",Blood (2017) 130 Supplement 1. Date of Publication: 1 Dec 2017,2017,1-Dec-17,"Background. Patients with Essential Thrombocythemia (ET) may have thrombotic and bleeding complications with increased morbidity and mortality. Age, previous history of thrombosis, elevated white cell counts and JAK2 allele burden are considered risk factors for both arterial (ATE) and venous (VTE) thrombosis while elevated platelet counts and qualitative defects of the von Willebrand factor (VWF) are associated with bleeds. ADAMTS13 regulates the pro-thrombotic activities of the VWF: reduced levels of ADAMTS13 or VWF activities expose patients to increased risk of thrombosis or bleeds. Aims: to evaluate whether or not the reduced activities of ADAMTS13/VWF were associated with thrombotic/bleeding complications, 72 patients with ET diagnosed according to WHO criteria at the Hematology Center of the L. Sacco University Hospital of Milan have been observed prospectively during a 36-month follow-up. Methods: Patients were exposed to all the diagnostic tests required for ET diagnosis and signed an informed consent for these ADAMTS13/VWF evaluations. VWF (VWF:RCo, VWF:Ag) activities and FVIII were measured in citrated plasma by the automatic ACL-TOP systems using commercially available reagent kits while ADAMTS-13 by TECHNOZYM activity ELISA. Statistical analyses among the cases with or without complications were performed with SPSS. Results: the cohort of ET patients was positive for JAK2(59%)/MPL(5%)/CALR(12%) with negative mutations in 17 cases. 3 different groups were found in this cohort: A)NOCOMPL=39/72(54.2%);B)ATE/VTE=22/72(30.5%);C)BLEEDS=11/72(15.2). The following clinical-lab data [median(range) according to these A/B/C groups are: M-F=11-28/5-17/3-8; Age=68(17-88)/73(33-89)/64(38-80);Plt-counts(/uL)=566(430-780)/559(398-551)/704(478-1342);VWF:ACT(U/dL)=98(76-238)/163(86-282)/63(27-92); ADAMTS13(U/dL)=86(56-144)/45(31-105)/85(49/152);VWF:ACT/Ag:ratio=0.85(0.7-1.4)/0.75(0.6-1.2)/0.65(0.2/0.8); ADAMTS13/VWF:ACTratio=0.74(0.41-1.8)/0.54(0.25/1.2)/0.76(0.5-2.5). Liver and/or spleen enlargement was found in 23/72(32%) of all A/B/C patients but did not correlate with complications. A total of 30 ATE/VTE and 18 major/minor bleeds were observed in these 22 and 11 ET with complications while 6 patients had both VTE and BLEEDS during follow-up. Reduced levels of ADAMTS13 and of VWF activities correlated with the observed thrombotic and bleeding event. Conclusion: In a well characterized cohort of ET patients we could find that reduced levels of ADAMTS13 and VWF activities can be associated with their thrombotic and bleeding complications. These assays might be useful during the clinical follow-up to identify patient at risk for these complications.",,,
STUDY OF THE ADAMTS-13 LEVEL AS PREDICTIVE BIOMARKER FOR DEVELOPMENT OF PORTAL VEIN THROMBOSIS IN LIVER CIRRHOSIS,,,clinicaltrials.gov (2017). Date of Publication: 23 Oct 2017,2017,23-Oct-17,"Brief SummaryPatients with cirrhosis of viral etiology (HCV/HBV); Patients with cirrhosis of any other etiology (alcohol, idiopatic, autoimmune). Planned Number of cirrhotic subjects 200 patients Inclusion Criteria Subjects (18 yr old) with liver cirrhosis of any etiology, Exclusion Criteria All patients should not have hepatocellular carcinoma or other malignant tumors, they should not be treated with anticoagulant / antiplatelet agents, not affected by PVT already diagnosed and not suffering from congenital coagulation disorders (haemophilia A / B, von disease Willebrand, another congenital deficiency of coagulation factors) or severe thrombocytopenia (\<30,000 Plt / μL). Subject has participated in another clinical study within 30 days prior to study enrollment or is scheduled to participate in another clinical study on cirrhosis Primary Objective To describe the prospective modification of ADAMTS-13 level and other coagulation variables (e.g. FVIII, VWF:Ag/VWF:act) in cirrhotic patients during 18 months from the enrolment and to verify their predictive role as biomarker of development of portal vein thrombosis (PVT) Secondary Objectives To describe prospectively the modification of ADAMTS-13 level as a function of the etiology of cirrhosis Statistical analysis The total duration of the study will be of 12 months. The sample size of 200 subjects will be selected as a feasible number of patients to be recruited in a period of six months. The patients will be consecutively enrolled and followed for 18 months. As a result, in a follow up period of 18 months about 20-25 cases of PVT are expected. Continuous variables will be expressed as means ± standard deviations. In addition to descriptive statistics (location parameters), univariate analysis will be performed on each parameter and development of PVT during the follow up period. In previous observational studies both 1) a reduced PV flow \[prospectively\] and 2) a reduction of ADAMTS-13 are significantly associated with PVT. These associations will be investigated prospectively and analyzed simultaneously by a multivariate analysis and ROC curve to establish the sensitivity and specificity of these parameters as predictors of PVT development. Analyses will be performed using available dataDetailed DescriptionBACKGROUND AND JUSTIFICATION The occurrence of portal vein thrombosis (PVT) radically changes the prognosis of cirrhotic patients, particularly those awaiting liver transplantation. If this happens, it occurs in about 8-10% / year in patients with cirrhosis awaiting liver transplantation. Some studies have suggested the involvement of various risk factors for the development of PVT in cirrhotic patients, including the classic congenital and acquired thrombophilic conditions \[1-6\], although contributions of our research group have shown that a key element in the development of PVT in these patients is the decreased velocity of portal blood flow \[7, 8\]. The possible contribution of the von Willebrand factor (VWF) and ADAMTS-13, produced by the liver stellate cells \[9\], for the development of PVT is rather poorly documented. In a recent observational study of the proponent \[10\], conducted on 84 patients with liver cirrhosis, it was found that the level of circulating ADAMTS-13 is significantly lower in the group with PVT (median = 16.8% vs. 69.1%, p = 0.0047) and independently associated with the presence of portal thrombosis (p = 0.007). However, given the non-longitudinal nature of the study, it is possible that the decreased level of ADAMTS-13 observed is the consequence and not the cause of PVT. It is also yet to investigate the association of ADAMTS-13 level with the specific etiology of cirrhosis (viral, alcoholic, idiopathic, etc.) and the resulting inflammation during the course of the disease. Duration of Study Period(s) and Subject Participation Two hundred (200) patients, consecutively enrolled in a period of about 6 months, will be followed for 18 months from the enrolment. As a result, in the subsequent 18 months about 20-25 cases of PVT will be expected. All patients will sign an informed consent. The severity of liver function failure will be assessed using the Child-Pugh score \[11\]. Primary Endpoint To describe in a prospective way the association of both basal ADAMTS-13 level and portal vein flow with development of PVT in cirrhotic patients during 18 months from the enrolment. Secondary Endpoints To describe prospectively the modification of ADAMTS-13 level as a function of the etiology of cirrhosis Coagulation and biochemical parameters The prospective study will measure the following biochemical and coagulation parameters at each follow-up visit, scheduled at interval of 4 months according to routine controls: Coagulation and thrombophilia factors All blood samples will be drawn under fasting conditions in the morning. Determinations of PT, APTT, fibrinogen, antithrombin, protein C, protein S, lupus anticoagulant, FVIII (two-stage chromogenic assay) and D-dimer will be carried out on an automatic coagulometer (ACL Top 700, IL). VWF-antigen VWF:activity will be measured in plasma samples by chemiluminescence assays. VWF multimer (VWFm) pattern was measured as previously reported \[10\]. FV Leiden R506Q and prothrombin G20210A genotyping of these polymorphisms was performed by using commercial kits based on PCR-RT-based method (from EliTechGroup S.p.A., Torino, Italy) on an automatic instrument (Model 7300, Applied Biosystem, Foster City, CA, USA). Measurement of ADAMTS-13 activity. ADAMTS-13 activity was measured in citrated plasma samples by a fluorescence resonance energy transfer (FRET)-based assay using a VWF86 amino-acid peptide substrate contained in a commercial kit from Instrumentation Laboratory (ADAMTS-13 activity, Werfen Group, Milano, Italy) and a Varian Eclipse spectrofluorometer, as previously detailed \[10, 13\] and expressed as % of normal plasma. Clinical Chemistry assays. All clinical chemistry assays (plasma albumin, creatinine, alanine-leucine-amino-transferase (ALT) and total bilirubin) will be performed as a part of routine diagnostic work-up within 24 hours of clinical observation in the central laboratory of the ""A. Gemelli"" Hospital, using heparinized plasma samples and commercial reagents from Siemens. Secondary objectives. The secondary objectives of analyzing the levels of ADAMTS-13 and VWF as a function of the etiology of cirrhosis will be further assessed only after a certified diagnosis of the particular etiologic of cirrhosis. In the case of HCV-associated cirrhosis also the genotype of HCV will be analyzed. Informed Consent and Enrollment Any patient who will provide informed consent (i.e., signs and dates the informed consent form and assent form, if applicable) and will meet all other inclusion/exclusion criteria will be considered enrolled in the study. Subject Identification Code. The following series of numbers will comprise the subject identification code (SIC): protocol acronym (ADAPTHRO), and 2-digit subject number (e.g., 01....02) reflecting the order of enrollment (i.e., signing the informed consent form). For example, the third subject who signed an informed consent form will be identified as ADAPTHRO-03. All study documents (e.g., CRFs, clinical documentation, etc.) will be identified with the SIC. Screening and Study Visits The study site is responsible for maintaining an enrollment/screening log that includes all subjects enrolled. The log also will serve to document the reason for screening failure. All screening data will be collected and reported in CRFs, regardless of screening outcome. Subject Completion/Discontinuation A subject is considered to have completed the study when he/she ceases active participation in the study because the subject has, or is presumed to have, completed the study according to the protocol, participated for the specified observational time and when the study exit form has been completed. Reasons for completion/discontinuation will be reported on the Completion/ Discontinuation CRF page, including: completed, screen failure, adverse event (e.g., death), discontinuation by subject (e.g., lost to follow-up \[defined as 3 documented unsuccessful attempts to contact the subject\], dropout), physician decision (e.g., pregnancy, progressive disease, protocol violation(s)), Vital Signs Vital signs will include height (cm) and weight (kg). Height and weight will be collected, if available, at screening visit, each annual interval visit, and study completion/termination. STATISTICAL ANALYSIS. Planned Statistical Analysis Continuous variables will be expressed as means ± standard deviations. Categorical variables will be expressed as frequencies and percentages. Fisher's exact tests and/or Chi-Square tests will be mainly used to compare qualitative variables and Student's t-test for quantitative unpaired data. A p-value \< 0.05 will be considered statistically significant in an exploratory sense. In addition to descriptive statistics (location parameters), and univariate analysis, multivariate analyses are planned. Independent variables that will be found associated with PVT in univariate analysis with p\<0.05 will be used as independent covariates associated with PVT in the next 18 months in the multivariable logistic regression analysis. A two-sided p \<0.05 was defined as statistically significant. Analyses will be performed using SPSS software (version 21, Chicago, IL, USA) and GraphPad Prism software (GraphPad Software, Inc, La Jolla, CA, USA). Informed Consent. Investigators will choose patients for enrollment based on the study eligibility criteria.The investigator will exercise no selectivity so that no bias is introduced from this source. All patients must sign an informed consent form before entering into the study according to applicable regulatory requirements. Before use, the informed consent form will be reviewed by the EC. By signing the informed consent form, patients agree to take part in the study. Confidentiality Policy The investigator will comply with the confidentiality policy as described in the Non- Interventional Trial Agreement. Study Documents and Case Report Forms The investigator will maintain complete and accurate study documentation in a separate file. Documentation may include medical records, records detailing the progress of the study for each subject, signed informed consent forms, correspondence with the EC, enrollment and screening information, CRFs and laboratory reports. The investigator will comply with the procedures for data recording and reporting. Document and Data Retention The investigator will retain study documentation and data in accordance with applicable regulatory requirements and the document and data retention policy, as described in the Non-Interventional Study Agreement.",,,
Role of the ADAMTS13/VWF complex in the thrombotic and bleeding events of 67 Patients with Essential Thrombocythemia prospectively observed for 36 months,,"Di Bartolo O., Agnoli S., Bianchi C., Intini D., Lattuada A., Carraro M.C., Federici A.B.",Haematologica (2017) 102 Supplement 3 (63). Date of Publication: 1 Oct 2017,2017,1-Oct-17,"Patients with Essential Thrombocythemia (ET) may have thrombotic and bleeding complications with increasing morbidity and mortality. Age, previous history of thrombosis, elevated white cell counts and JAK2 allele burden are considered risk factors for both arterial (ATE) and venous (VTE) thrombosis while elevated platelet counts and quantitative/qualitative defects of the von Willebrand factor (VWF) are associated with bleeds. To evaluate the role of the complex ADAMTS13/VWF in thrombosis and bleeds, 67 patients with ET diagnosed according to WHO criteria have been observed prospectively for thrombotic and bleeding events during a 36-month follow-up. Patients enrolled (n=67) were exposed to the diagnostic tests needed to characterize ET but signed an informed consent for these ADAMTS13/VWF evaluations. VWF:RCo, VWF:Ag) activities were measured by the automatic ACL-TOP systems while ADAMTS-13 was tested by TECH-NOZYM activity ELISA. These data were expressed versus International Standard in IU/dL. The VWF:RCo/Ag ratios were calculated as surrogate marker for the loss of the HMW-VWF multimers but such VWF defect were also confirmed using agarose-gel electrophoresis. Statistical analyses among the cases with or without complications were performed by SPSS. Thrombotic [ATE(7), VTE(10)] and bleeding [Menorrhagia(4), Epistaxis(4), Gastrointestinal(2)] complications were observed in 17/67(25%) ET-T and 10/67(15%) ET-B cases respectively while 40/67(60%) ET patients did show no thrombotic/bleeding events (ET-NTB). The clinical-lab data [median(range) of ET-T or ET-B were compared with those found in ET-NTB. Age, sex, JAK2 allele burden and white cell counts were not different (p=0.18) among the 3 groups. In ET-T(n=17), VWF:ACT(U/dL) was higher [162(96-209)] than that of ET-NTB[109(76-239)] with ADAMTS13(U/dL) lower [65(41-142)] than that of ET-NTB [87(56-164)]with p<0.05. In ET-B(n=10), Plt-counts(/uL) were higher [722(478-1342) than those with ET-NTB[464(390-830) with VWF:ACT(U/dL) lower [53(27-92)] than that of ET-NTB (p<0.05). In ET-B, there was also a loss of the HMW-VWF multimers assessed by SDS-agarose gel electrophoresis in most cases as predicted by VWF:ACT/Ag ratios <0.6. ADAMTS13 levels [85(50-154) were not different from ET-NTB. Based on these results from a relatively small number but well characterized patients, we can suggest that the ADAMTS13/VWF complex might be considered an additional risk factor to predict thrombotic or bleeding events in ET.",,,
Auditing massive transfusion protocol,,"Aronson C.A., Halperin E., Breining S., Papari M.",Transfusion (2017) 57 Supplement 3 (247A). Date of Publication: 1 Sep 2017,2017,1-Sep-17,"Background/Case Studies: A large Midwest hospital system with 5 Level I trauma sites evaluated how to audit the Massive Transfusion Protocol (MTP). The possibility of real time audits is impractical due to the unpredictability of these events. A search of the internet found an example from New Zealand for post process evaluation. This was shared with a team as a starting point and then adjusted for system specific priorities. To start the audit, the initiation of the MTP needed to be determined as events are often started as a verbal request but then followed up with either downtime or computer orders. Study Design/Method: The Transfusion Service (TS) was determined to be the source of truth for all of the MTP events. A tracking sheet was created to capture the patient demographics, start and stop time, number and type of products issued and wastage. This was then passed onto nursing quality staff that used the tracking form and the patient chart to enter an event into the error management data base as a focused event. The focused event was built to include patient demographics and other information from the tracking form as well as where the event was called (Surgery (OR), Emergency (ED), Labor and Delivery (L&D), etc.), type of event, use of tranexamic acid (TXA), calcium chloride (CaCl), temperature monitoring and pre/ post lab results. A trial was started and 3 months of data were evaluated that contained 29 events. Results/Finding: There was an equal number of events that were initiated in the ED and the OR (12). Male patients were involved 69% of the time and 31% of time the patients expired. Trauma of some type was the majority of the cause but 13.8% of the cases involved GI Bleed and only 6.9% were obstetric cases (see chart). The lowest hemoglobin (Hgb) was found to average 7.1 with the post Hgb average of 9.7. Ratios of 1:1 for Red Blood Cells (RBC) to plasma as well as RBC to Platelets (PLT) and Cryoprecipitate (CRYO) were also determined with a target of 4:1. It was found that the RBC: plasma was 1.9:1, RBC: PLT was 5.9:1 and RBC to CRYO was 7.4:1. Use of TXA was only 24.1% and CaCl was utilized in 58.6% of cases. Conclusion: Although this data is for a short period of time it has pointed out several opportunities for improvement. The use of MTP in GI cases was not previously understood but opens up a new group of people for which education and understanding of the MTP process is needed. The low use of TXA needs to be evaluated and already has started conversations about how this drug should be stored and accessed for the MTP process. The product ratio numbers were suspected of being off but now that data is available, it is much easier to speak to this issue and look for improvement. The process will now be expanded to the Level II trauma sites in the system and routine evaluation will be shared with all sites.",,,10.1111/trf.14286
Anterior cruciate ligament reconstruction with autologous ipsilateral 1/2 peroneus longus tendon,,"Lei Z., Xin Z., Ji Q., Tai-yuan G., Li-jun X., Guo-you W., Shi-jie F., Yi-kai L.",Chinese Journal of Tissue Engineering Research (2017) 21:24 (3815-3821) Article Number: 2095-4344(2017)24-03815-06. Date of Publication: 1 Aug 2017,2017,1-Aug-17,"BACKGROUND: Anterior cruciate ligament (ACL) injury is a commonly sport-induced knee joint injury that does serious harm to the knee stability. ACL reconstruction is a commonly used treatment method, but researches on 1/2 peroneus longus tendon (PLT) graft are rarely reported. OBJECTIVE: To investigate the clinical outcomes of removing the autologous ipsilateral 1/2 PLT under arthroscopy for ACL reconstruction. METHODS: 106 patients with complete ACL rupture in the Affiliated Hospital of Traditional Chinese Medicine, Southwest Medical University from December 2010 to December 2014 were enrolled, and autologous ipsilateral 1/2 PLT was removed under arthroscopy for ACL reconstruction. At baseline, 3, 6 and 12 months postoperatively, the knee stability was evaluated manually through the anterior drawer test, Lachman test, and pivot-shift test, and the knee function was evaluated by Tegner activity scale, Lysholm and International Knee Documentation Committee scores. RESULTS AND CONCLUSION: Postoperative anterior drawer test, Lachman test, and pivot-shift test tests were negative in all patients. In terms of Tegner activity scale, Lysholm and International Knee Documentation Committee scores, there were significant differences at baseline and postoperative 3 months as compared with postoperative 6 months (P < 0.05); the scores at baseline and postoperative 3 months showed significant differences compared with 12 months postoperatively (P < 0.05); the scores showed no significant difference between 6 and 12 months postoperatively (P > 0.05). These results indicate that autologous ipsilateral 1/2 PLT is a good choice for ACL reconstruction under arthroscopy, achieving rapid and satisfactory functional recovery of the knee joint, which is not only minimally invasive and easy to operate, but also exhibits good therapeutic efficacy.",,,10.3969/j.issn.2095-4344.2017.24.008
Baseline cartilage quality is associated with voxel-based T(1ρ) and T(2) following ACL reconstruction: A multicenter pilot study,,"Russell C., Pedoia V., Amano K., Potter H., Majumdar S., Koff M.F., Goldring S.R., Goldring M., Hannafin J.A., Marx R.G., Nawabi D.H., Otero M., Rodeo S.A., Shah P., Warren R.F., Amrami K.K., Felmlee J.P., Frick M.A., Krych A.J., Stuart M.J., Williams S.L., Kretzchmar M., Lansdown D.A., Li A., Li X., Link T.M., Benjamin Ma C., Okazaki N., Savic D., Schwaiger B., Su F., Wyatt C., Hardin J.A.",Journal of Orthopaedic Research (2017) 35:3 (688-698). Date of Publication: 1 Mar 2017,2017,1-Mar-17,"In this multi-center study, voxel-based relaxometry (VBR), a novel technique to automatically quantify localized cartilage change, was used to investigate T(1ρ) and T(2) relaxation times of patients with anterior cruciate ligament (ACL) tears at the time of injury and 6 months after reconstructive surgery. Sixty-four ACL-injured patients from three sites underwent bilateral 3T MR T(1ρ) and T(2) mapping; 56 patients returned 6 months after surgery. Cross-sectional and longitudinal VBR comparisons of relaxation times were calculated. Noyes Score (NS) clinical grades of cartilage lesions were noted at both times and correlated with relaxation times. Lastly, patients were divided into two groups based on baseline NS grades in the injured knee. T(1ρ) times of each group were assessed with VBR and compared. Results illustrate the feasibility of VBR for efficiently analyzing data from patients at different sites. Significant relaxation time elevations at baseline were observed in the injured knee compared to the uninjured, particularly in the posterolateral tibia (pLT). Longitudinally, a decrease was observed in the pLT and patella, while an increase was noted in the trochlea. Stratifying patients by baseline lesion presence revealed T(1ρ) increased more 6 months after surgery in patients with lesions. Such findings propose that the presence of cartilage lesions at baseline are associated with the longitudinal progression of T(1ρ) and T(2) after ACL injury, and may contribute to early cartilage degeneration. Furthermore, the speed and localized specificity of automatic VBR analysis may translate well for clinical application, as seen in this multicenter study. © 2016 Orthopaedic Research Society. Published by Wiley Periodicals, Inc. J Orthop Res 35:688–698, 2017.",,27138363,10.1002/jor.23277
A Biomechanical Comparison of Allograft Tendons for Ligament Reconstruction,,"Palmer J.E., Russell J.P., Grieshober J., Iacangelo A., Ellison B.A., Lease T.D., Kim H., Henn R.F., Hsieh A.H.",The American journal of sports medicine (2017) 45:3 (701-707). Date of Publication: 1 Mar 2017,2017,1-Mar-17,"BACKGROUND: Allograft tendons are frequently used for ligament reconstruction about the knee, but they entail availability and cost challenges. The identification of other tissues that demonstrate equivalent performance to preferred tendons would improve limitations. Hypothesis/Purpose: We compared the biomechanical properties of 4 soft tissue allograft tendons: tibialis anterior (TA), tibialis posterior (TP), peroneus longus (PL), and semitendinosus (ST). We hypothesized that allograft properties would be similar when standardized by the looped diameter.STUDY DESIGN: Controlled laboratory study.METHODS: This study consisted of 2 arms evaluating large and small looped-diameter grafts: experiment A consisted of TA, TP, and PL tendons (n = 47 each) with larger looped diameters of 9.0 to 9.5 mm, and experiment B consisted of TA, TP, PL, and ST tendons (n = 53 each) with smaller looped diameters of 7.0 to 7.5 mm. Each specimen underwent mechanical testing to measure the modulus of elasticity (E), ultimate tensile force (UTF), maximal elongation at failure, ultimate tensile stress (UTS), and ultimate tensile strain (UTε).RESULTS: Experiment A: No significant differences were noted among tendons for UTF, maximal elongation at failure, and UTϵ. UTS was significantly higher for the PL (54 MPa) compared with the TA (44 MPa) and TP (43 MPa) tendons. E was significantly higher for the PL (501 MPa) compared with the TP (416 MPa) tendons. Equivalence testing showed that the TP and PL tendon properties were equivalent or superior to those of the TA tendons for all outcomes. Experiment B: All groups exhibited a similar E. UTF was again highest in the PL tendons (2294 N) but was significantly different from only the ST tendons (1915 N). UTϵ was significantly higher for the ST (0.22) compared with the TA (0.19) and TP (0.19) tendons. Equivalence testing showed that the TA, TP, and PL tendon properties were equivalent or superior to those of the ST tendons.CONCLUSION: Compared with TA tendons, TP and PL tendons of a given looped diameter exhibited noninferior initial biomechanical strength and stiffness characteristics. ST tendons were mostly similar to TA tendons but exhibited a significantly higher elongation/UTϵ and smaller cross-sectional area. For smaller looped-diameter grafts, all tissues were noninferior to ST tendons. In contrast to previous findings, PL tendons proved to be equally strong.CLINICAL RELEVANCE: The results of this study should encourage surgeons to use these soft tissue allografts interchangeably, which is important as the number of ligament reconstructions performed with allografts continues to rise.",,28272925,10.1177/0363546516671944
